category_id,lang,name,description
01K7CT811RZRR338M7Q5TWKMQS,pt,Assentamento de azulejos,
01K7CT811RZRR338M7Q5TWKMQS,es,Colocación de azulejos,
01K7CT811S0PPTRQ6NGNXSGGT4,en,Laminate and parquet flooring installation,
01K7CT811S0PPTRQ6NGNXSGGT4,ru,Укладка ламината и паркета,
01K7CT811S0PPTRQ6NGNXSGGT4,pt,Instalação de laminado e parquet,
01K7CT811S0PPTRQ6NGNXSGGT4,es,Instalación de laminado y parquet,
01K7CT811SSNSD5MW157QSQN76,en,Wallpapering,
01K7CT811SSNSD5MW157QSQN76,ru,Поклейка обоев,
01K7CT811SSNSD5MW157QSQN76,pt,Colocação de papel de parede,
01K7CT811SSNSD5MW157QSQN76,es,Empapelado,
01K7CT811T0AZDJX669R8E14P4,en,Painting,
01K7CT811T0AZDJX669R8E14P4,ru,Покраска,
01K7CT811T0AZDJX669R8E14P4,pt,Pintura,
01K7CT811T0AZDJX669R8E14P4,es,Pintura,
01K7CT811TAFQR0HNR602ATC83,en,Transport Services,"Transport, Delivery & Vehicle Rentals"
01K7CT811TAFQR0HNR602ATC83,ru,Транспортные услуги,"Перевозки, доставка, аренда транспорта"
01K7CT811TAFQR0HNR602ATC83,pt,Serviços de Transporte,"Transportes, Entregas e Aluguer de Veículos"
01K7CT811TAFQR0HNR602ATC83,es,Servicios de Transporte,"Transporte, Envíos y Alquiler de Vehículos"
01K7CT811V3MR3KBY4W84HHCTF,en,Intercity transportation,
01K7CT811V3MR3KBY4W84HHCTF,ru,Междугородние перевозки,
01K7CT811V3MR3KBY4W84HHCTF,pt,Transporte interurbano,
01K7CT811V3MR3KBY4W84HHCTF,es,Transporte interurbano,
01K7CT811V48EF16R0HXP3HGZE,en,Cargo transportation,
01K7CT811V48EF16R0HXP3HGZE,ru,Грузоперевозки,
01K7CT811V48EF16R0HXP3HGZE,pt,Transporte de carga,
01K7CT811V48EF16R0HXP3HGZE,es,Transporte de mercancías,
01K7CT811VS9CJ4F8YK3WPTTSQ,en,City transportation,
01K7CT811VS9CJ4F8YK3WPTTSQ,ru,Городские перевозки,
01K7CT811VS9CJ4F8YK3WPTTSQ,pt,Transporte urbano,
01K7CT811VS9CJ4F8YK3WPTTSQ,es,Transporte urbano,
01K7CT811W5MCW0RHFAGW83CYH,en,International transportation,
01K7CT811W5MCW0RHFAGW83CYH,ru,Международные перевозки,
01K7CT811W5MCW0RHFAGW83CYH,pt,Transporte internacional,
01K7CT811W5MCW0RHFAGW83CYH,es,Transporte internacional,
01K7CT811WQJVH4G7QKBRQAMHR,en,Movers,
01K7CT811WQJVH4G7QKBRQAMHR,ru,Грузчики,
01K7CT811WQJVH4G7QKBRQAMHR,pt,Carregadores,
01K7CT811WQJVH4G7QKBRQAMHR,es,Porteadores,
01K7CT811X68YTEY7Y9D896HPB,en,Passenger transportation,
01K7CT811X68YTEY7Y9D896HPB,ru,Пассажирские перевозки,
01K7CT811X68YTEY7Y9D896HPB,pt,Transporte de passageiros,
01K7CT811X68YTEY7Y9D896HPB,es,Transporte de pasajeros,
01K7CT811XMZY6GA6KCY192WCC,en,Moving,
01K7CT811XMZY6GA6KCY192WCC,ru,Переезды,
01K7CT811XMZY6GA6KCY192WCC,pt,Mudanças,
01K7CT811XMZY6GA6KCY192WCC,es,Mudanzas,
01K7CT811YG5E56H5GS410Q3KP,en,Taxi,
01K7CT811YG5E56H5GS410Q3KP,ru,Такси,
01K7CT811YG5E56H5GS410Q3KP,pt,Táxi,
01K7CT811YG5E56H5GS410Q3KP,es,Taxi,
01K7CT811YT5E38XGZ0E2F3TBC,en,Transfers,
01K7CT811YT5E38XGZ0E2F3TBC,ru,Трансферы,
01K7CT811YT5E38XGZ0E2F3TBC,pt,Transfers,
01K7CT811YT5E38XGZ0E2F3TBC,es,Traslados,
01K7CT811ZEYY0GTJ8S4T0FYZE,en,Car rental with driver,
01K7CT811ZEYY0GTJ8S4T0FYZE,ru,Аренда авто с водителем,
01K7CT811ZEYY0GTJ8S4T0FYZE,pt,Aluguer de carro com motorista,
01K7CT811ZEYY0GTJ8S4T0FYZE,es,Alquiler de coche con conductor,
01K7CT811ZP2F3771E3R633PFS,en,Bus charter,
01K7CT811ZP2F3771E3R633PFS,ru,Автобусы на заказ,
01K7CT811ZP2F3771E3R633PFS,pt,Aluguer de autocarros,
01K7CT811ZP2F3771E3R633PFS,es,Alquiler de autobuses,
01K7CT81208J2B974V234TVP0W,en,Delivery,
01K7CT81208J2B974V234TVP0W,ru,Доставка,
01K7CT81208J2B974V234TVP0W,pt,Entrega,
01K7CT81208J2B974V234TVP0W,es,Entrega,
01K7CT8120AYXWDTS7QWXCSXR2,en,Courier delivery,
01K7CT8120AYXWDTS7QWXCSXR2,ru,Курьерская доставка,
01K7CT8120AYXWDTS7QWXCSXR2,pt,Entrega por estafeta,
01K7CT8120AYXWDTS7QWXCSXR2,es,Entrega de mensajería,
01K7CT81214JSCB82J9MCVJJBX,en,Food delivery,
01K7CT81214JSCB82J9MCVJJBX,ru,Доставка еды,
01K7CT81214JSCB82J9MCVJJBX,pt,Entrega de comida,
01K7CT81214JSCB82J9MCVJJBX,es,Entrega de comida,
01K7CT8121RQ2BD9ER4F3JVY64,en,Grocery delivery,
01K7CT8121RQ2BD9ER4F3JVY64,ru,Доставка продуктов,
01K7CT8121RQ2BD9ER4F3JVY64,pt,Entrega de produtos de mercearia,
01K7CT8121RQ2BD9ER4F3JVY64,es,Entrega de comestibles,
01K7CT81234XNAAGYA2AW7KMH4,en,Repair Services,Appliance Repair & Maintenance
01K7CT81234XNAAGYA2AW7KMH4,ru,Ремонт техники,Ремонт и обслуживание техники
01K7CT81234XNAAGYA2AW7KMH4,pt,Serviços de Reparação,Reparação e Manutenção de Equipamentos
01K7CT81234XNAAGYA2AW7KMH4,es,Servicios de Reparación,Reparación y Mantenimiento de Equipos
01K7CT81240AXZ8JW1B3MSXB3W,en,Computer repair,
01K7CT81240AXZ8JW1B3MSXB3W,ru,Ремонт компьютеров,
01K7CT81240AXZ8JW1B3MSXB3W,pt,Reparação de computadores,
01K7CT81240AXZ8JW1B3MSXB3W,es,Reparación de ordenadores,
01K7CT8124MAF2EYWC489NS72H,en,Computer and laptop repair,
01K7CT8124MAF2EYWC489NS72H,ru,Ремонт компьютеров и ноутбуков,
01K7CT8124MAF2EYWC489NS72H,pt,Reparação de computadores e portáteis,
01K7CT8124MAF2EYWC489NS72H,es,Reparación de ordenadores y portátiles,
01K7CT81252389K7GDB4T6P22N,en,Laptop repair,
01K7CT81252389K7GDB4T6P22N,ru,Ремонт ноутбуков,
01K7CT81252389K7GDB4T6P22N,pt,Reparação de portáteis,
01K7CT81252389K7GDB4T6P22N,es,Reparación de portátiles,
01K7CT81260Z5A7Q4R3M2MCEDG,en,Software installation,
01K7CT81260Z5A7Q4R3M2MCEDG,ru,Установка ПО,
01K7CT81260Z5A7Q4R3M2MCEDG,pt,Instalação de software,
01K7CT81260Z5A7Q4R3M2MCEDG,es,Instalación de software,
01K7CT8127F2T10Q19D4QEG4HJ,en,Network configuration,
01K7CT8127F2T10Q19D4QEG4HJ,ru,Настройка сетей,
01K7CT8127F2T10Q19D4QEG4HJ,pt,Configuração de redes,
01K7CT8127F2T10Q19D4QEG4HJ,es,Configuración de redes,
01K7CT8127NQVJF179RDQ1W3F7,en,Virus removal,
01K7CT8127NQVJF179RDQ1W3F7,ru,Удаление вирусов,
01K7CT8127NQVJF179RDQ1W3F7,pt,Remoção de vírus,
01K7CT8127NQVJF179RDQ1W3F7,es,Eliminación de virus,
01K7CT8128BM3SA5XWF8E7BSWZ,en,Phone and tablet repair,
01K7CT8128BM3SA5XWF8E7BSWZ,ru,Ремонт телефонов и планшетов,
01K7CT8128BM3SA5XWF8E7BSWZ,pt,Reparação de telemóveis e tablets,
01K7CT8128BM3SA5XWF8E7BSWZ,es,Reparación de teléfonos y tabletas,
01K7CT8128S9MQB6EHKP27DCAN,en,Screen replacement,
01K7CT8128S9MQB6EHKP27DCAN,ru,Замена экрана,
01K7CT8128S9MQB6EHKP27DCAN,pt,Substituição de ecrã,
01K7CT8128S9MQB6EHKP27DCAN,es,Cambio de pantalla,
01K7CT8129QF84BSCTXPRG0D71,en,Water damage repair,
01K7CT8129QF84BSCTXPRG0D71,ru,Ремонт после воды,
01K7CT8129QF84BSCTXPRG0D71,pt,Reparação de danos por água,
01K7CT8129QF84BSCTXPRG0D71,es,Reparación de daños por agua,
01K7CT8129RZV2AQJ4Q9149E1G,en,Battery replacement,
01K7CT8129RZV2AQJ4Q9149E1G,ru,Замена аккумулятора,
01K7CT8129RZV2AQJ4Q9149E1G,pt,Substituição de bateria,
01K7CT8129RZV2AQJ4Q9149E1G,es,Cambio de batería,
01K7CT812A4BD58HR4X2WGFPFG,en,Appliance repair,
01K7CT812A4BD58HR4X2WGFPFG,ru,Ремонт бытовой техники,
01K7CT812A4BD58HR4X2WGFPFG,pt,Reparação de eletrodomésticos,
01K7CT812A4BD58HR4X2WGFPFG,es,Reparación de electrodomésticos,
01K7CT812A84NJ0AZ50J51WS16,en,Unlocking,
01K7CT812A84NJ0AZ50J51WS16,ru,Разблокировка,
01K7CT812A84NJ0AZ50J51WS16,pt,Desbloqueio,
01K7CT812A84NJ0AZ50J51WS16,es,Desbloqueo,
01K7CT812B8HT1KMJFH3XXDG8M,en,Refrigerator repair,
01K7CT812B8HT1KMJFH3XXDG8M,ru,Ремонт холодильников,
01K7CT812B8HT1KMJFH3XXDG8M,pt,Reparação de frigoríficos,
01K7CT812B8HT1KMJFH3XXDG8M,es,Reparación de frigoríficos,
01K7CT812BZ6TQWG5E7EV4YC41,en,Washing machine repair,
01K7CT812BZ6TQWG5E7EV4YC41,ru,Ремонт стиральных машин,
01K7CT812BZ6TQWG5E7EV4YC41,pt,Reparação de máquinas de lavar roupa,
01K7CT812BZ6TQWG5E7EV4YC41,es,Reparación de lavadoras,
01K7CT812C3RCCDQDXPHBC4ZH8,en,Microwave repair,
01K7CT812C3RCCDQDXPHBC4ZH8,ru,Ремонт микроволновок,
01K7CT812C3RCCDQDXPHBC4ZH8,pt,Reparação de micro-ondas,
01K7CT812C3RCCDQDXPHBC4ZH8,es,Reparación de microondas,
01K7CT812CBEQRE41FQ0ZE4BFA,en,Dishwasher repair,
01K7CT812CBEQRE41FQ0ZE4BFA,ru,Ремонт посудомоечных машин,
01K7CT812CBEQRE41FQ0ZE4BFA,pt,Reparação de máquinas de lavar loiça,
01K7CT812CBEQRE41FQ0ZE4BFA,es,Reparación de lavavajillas,
01K7CT812D7X5QMXDRC3PBKW81,en,Air conditioner repair,
01K7CT812D7X5QMXDRC3PBKW81,ru,Ремонт кондиционеров,
01K7CT812D7X5QMXDRC3PBKW81,pt,Reparação de ar condicionado,
01K7CT812D7X5QMXDRC3PBKW81,es,Reparación de aire acondicionado,
01K7CT812DJMBTF0GNXH44R6MR,en,Vacuum cleaner repair,
01K7CT812DJMBTF0GNXH44R6MR,ru,Ремонт пылесосов,
01K7CT812DJMBTF0GNXH44R6MR,pt,Reparação de aspiradores,
01K7CT812DJMBTF0GNXH44R6MR,es,Reparación de aspiradoras,
01K7CT812E34P695YF2VVT5HZN,en,TV repair,
01K7CT812E34P695YF2VVT5HZN,ru,Ремонт телевизоров,
01K7CT812E34P695YF2VVT5HZN,pt,Reparação de televisores,
01K7CT812E34P695YF2VVT5HZN,es,Reparación de televisores,
01K7CT812EYHFS9B2KRGH34AVF,en,Audio and video repair,
01K7CT812EYHFS9B2KRGH34AVF,ru,Ремонт аудио и видео,
01K7CT812EYHFS9B2KRGH34AVF,pt,Reparação de áudio e vídeo,
01K7CT812EYHFS9B2KRGH34AVF,es,Reparación de audio y vídeo,
01K7CT812FARMKK94EYM00WW5Q,en,Audio equipment repair,
01K7CT812FARMKK94EYM00WW5Q,ru,Ремонт аудиотехники,
01K7CT812FARMKK94EYM00WW5Q,pt,Reparação de equipamento de áudio,
01K7CT812FARMKK94EYM00WW5Q,es,Reparación de equipos de audio,
01K7CT812FMH353RYM1DB1E0JP,en,Game console repair,
01K7CT812FMH353RYM1DB1E0JP,ru,Ремонт игровых консолей,
01K7CT812FMH353RYM1DB1E0JP,pt,Reparação de consolas de jogos,
01K7CT812FMH353RYM1DB1E0JP,es,Reparación de consolas de videojuegos,
01K7CT812GAFK392M5S70KJFRD,en,Engine repair,
01K7CT812GAFK392M5S70KJFRD,ru,Ремонт двигателя,
01K7CT812GAFK392M5S70KJFRD,pt,Reparação de motor,
01K7CT812GAFK392M5S70KJFRD,es,Reparación de motor,
01K7CT812GTJPZAHCA7050W60B,en,Auto Services,Car Repair & Maintenance
01K7CT812GTJPZAHCA7050W60B,ru,Автосервисы,Ремонт и обслуживание автомобилей
01K7CT812GTJPZAHCA7050W60B,pt,Serviços Automóveis,Reparação e Manutenção de Automóveis
01K7CT812GTJPZAHCA7050W60B,es,Servicios de Automóviles,Reparación y Mantenimiento de Coches
01K7CT812GVM6Z0CF1N06K5SYC,en,Suspension repair,
01K7CT812GVM6Z0CF1N06K5SYC,ru,Ремонт подвески,
01K7CT812GVM6Z0CF1N06K5SYC,pt,Reparação de suspensão,
01K7CT812GVM6Z0CF1N06K5SYC,es,Reparación de suspensión,
01K7CT812HSJV8WM3PEMRTTCER,en,Body repair,
01K7CT812HSJV8WM3PEMRTTCER,ru,Кузовной ремонт,
01K7CT812HSJV8WM3PEMRTTCER,pt,Reparação de carroçaria,
01K7CT812HSJV8WM3PEMRTTCER,es,Reparación de carrocería,
01K7CT812JPXJG7JS3NH3EN098,en,Maintenance and diagnostics,
01K7CT812JPXJG7JS3NH3EN098,ru,ТО и диагностика,
01K7CT812JPXJG7JS3NH3EN098,pt,Manutenção e diagnóstico,
01K7CT812JPXJG7JS3NH3EN098,es,Mantenimiento y diagnóstico,
01K7CT812JXK8F4QPX4AW0JGHB,en,Tire fitting,
01K7CT812JXK8F4QPX4AW0JGHB,ru,Шиномонтаж,
01K7CT812JXK8F4QPX4AW0JGHB,pt,Montagem de pneus,
01K7CT812JXK8F4QPX4AW0JGHB,es,Montaje de neumáticos,
01K7CT812K3GWPPWJH2JX4YGZF,en,Car wash,
01K7CT812K3GWPPWJH2JX4YGZF,ru,Автомойка,
01K7CT812K3GWPPWJH2JX4YGZF,pt,Lavagem de carros,
01K7CT812K3GWPPWJH2JX4YGZF,es,Lavado de coches,
01K7CT812KB74WA7SKZ79N1DRJ,en,Car wash and detailing,
01K7CT812KB74WA7SKZ79N1DRJ,ru,Автомойка и детейлинг,
01K7CT812KB74WA7SKZ79N1DRJ,pt,Lavagem e detalhe automóvel,
01K7CT812KB74WA7SKZ79N1DRJ,es,Lavado y detallado de coches,
01K7CT812M0QVA9JCCHVTBHYJT,en,Detailing,
01K7CT812M0QVA9JCCHVTBHYJT,ru,Детейлинг,
01K7CT812M0QVA9JCCHVTBHYJT,pt,Detalhe automóvel,
01K7CT812M0QVA9JCCHVTBHYJT,es,Detallado de coches,
01K7CT812MKQHXYZASYZ8XMX0S,en,Polishing,
01K7CT812MKQHXYZASYZ8XMX0S,ru,Полировка,
01K7CT812MKQHXYZASYZ8XMX0S,pt,Polimento,
01K7CT812MKQHXYZASYZ8XMX0S,es,Pulido,
01K7CT812N5YQ6X2CJKFAHDJJ1,en,Additional equipment installation,
01K7CT812N5YQ6X2CJKFAHDJJ1,ru,Установка доп. оборудования,
01K7CT812N5YQ6X2CJKFAHDJJ1,pt,Instalação de equipamento adicional,
01K7CT812N5YQ6X2CJKFAHDJJ1,es,Instalación de equipamiento adicional,
01K7CT812NGP4QHNBKZJ848CYJ,en,Car interior cleaning,
01K7CT812NGP4QHNBKZJ848CYJ,ru,Химчистка салона,
01K7CT812NGP4QHNBKZJ848CYJ,pt,Limpeza de estofos,
01K7CT812NGP4QHNBKZJ848CYJ,es,Limpieza de tapicería,
01K7CT812P2Q5B37NZFFZP7H5W,en,Alarm installation,
01K7CT812P2Q5B37NZFFZP7H5W,ru,Установка сигнализаций,
01K7CT812P2Q5B37NZFFZP7H5W,pt,Instalação de alarmes,
01K7CT812P2Q5B37NZFFZP7H5W,es,Instalación de alarmas,
01K7CT812PDKAK364BHDWWB1GH,en,Car audio installation,
01K7CT812PDKAK364BHDWWB1GH,ru,Установка автозвука,
01K7CT812PDKAK364BHDWWB1GH,pt,Instalação de som automotivo,
01K7CT812PDKAK364BHDWWB1GH,es,Instalación de audio para coches,
01K7CT812Q9GHS966J9RTQB7NX,en,Beauty & Health,Beauty Salons & Medical Services
01K7CT812Q9GHS966J9RTQB7NX,ru,Красота и здоровье,"Салоны красоты, медицинские услуги"
01K7CT812Q9GHS966J9RTQB7NX,pt,Beleza e Saúde,Salões de Beleza e Serviços Médicos
01K7CT812Q9GHS966J9RTQB7NX,es,Belleza y Salud,Salones de Belleza y Servicios Médicos
01K7CT812QBH6G95AGPWWNPH56,en,Window tinting,
01K7CT812QBH6G95AGPWWNPH56,ru,Тонировка,
01K7CT812QBH6G95AGPWWNPH56,pt,Películas para vidros,
01K7CT812QBH6G95AGPWWNPH56,es,Tintado de lunas,
01K7CT812R4W4N03ZYXY1P73N1,en,Hairdressing services,
01K7CT812R4W4N03ZYXY1P73N1,ru,Парикмахерские услуги,
01K7CT812R4W4N03ZYXY1P73N1,pt,Serviços de cabeleireiro,
01K7CT812R4W4N03ZYXY1P73N1,es,Servicios de peluquería,
01K7CT812RH8BNE0T0EBJNHSP0,en,Haircuts,
01K7CT812RH8BNE0T0EBJNHSP0,ru,Стрижки,
01K7CT812RH8BNE0T0EBJNHSP0,pt,Cortes de cabelo,
01K7CT812RH8BNE0T0EBJNHSP0,es,Cortes de pelo,
01K7CT812SWVWAANJAS0J8CHN4,en,Coloring,
01K7CT812SWVWAANJAS0J8CHN4,ru,Окрашивание,
01K7CT812SWVWAANJAS0J8CHN4,pt,Coloração,
01K7CT812SWVWAANJAS0J8CHN4,es,Coloración,
01K7CT812TDR82NDDS2DGYMT3R,en,Hair care,
01K7CT812TDR82NDDS2DGYMT3R,ru,Уход за волосами,
01K7CT812TDR82NDDS2DGYMT3R,pt,Cuidados capilares,
01K7CT812TDR82NDDS2DGYMT3R,es,Cuidado del cabello,
01K7CT812TJ8JXAV24YKG4JD0M,en,Cosmetology,
01K7CT812TJ8JXAV24YKG4JD0M,ru,Косметология,
01K7CT812TJ8JXAV24YKG4JD0M,pt,Cosmetologia,
01K7CT812TJ8JXAV24YKG4JD0M,es,Cosmetología,
01K7CT812V8J10X0JSDGNRF7X1,en,Facial care,
01K7CT812V8J10X0JSDGNRF7X1,ru,Уход за лицом,
01K7CT812V8J10X0JSDGNRF7X1,pt,Cuidados de rosto,
01K7CT812V8J10X0JSDGNRF7X1,es,Cuidado facial,
01K7CT812VWM6KEMQ47Z6E5D3Z,en,Facial massage,
01K7CT812VWM6KEMQ47Z6E5D3Z,ru,Массаж лица,
01K7CT812VWM6KEMQ47Z6E5D3Z,pt,Massagem facial,
01K7CT812VWM6KEMQ47Z6E5D3Z,es,Masaje facial,
01K7CT812WCP7Y6NHBX14ATJR0,en,Injection cosmetology,
01K7CT812WCP7Y6NHBX14ATJR0,ru,Инъекционная косметология,
01K7CT812WCP7Y6NHBX14ATJR0,pt,Cosmetologia injetável,
01K7CT812WCP7Y6NHBX14ATJR0,es,Cosmetología inyectable,
01K7CT812WF54CG3ZPYEEE2KC0,en,Facial cleansing,
01K7CT812WF54CG3ZPYEEE2KC0,ru,Чистка лица,
01K7CT812WF54CG3ZPYEEE2KC0,pt,Limpeza de pele,
01K7CT812WF54CG3ZPYEEE2KC0,es,Limpieza facial,
01K7CT812XNR5HYB5ATN4C7HFV,en,Manicure,
01K7CT812XNR5HYB5ATN4C7HFV,ru,Маникюр,
01K7CT812XNR5HYB5ATN4C7HFV,pt,Manicura,
01K7CT812XNR5HYB5ATN4C7HFV,es,Manicura,
01K7CT812XSDJG2MNRKAPES9JB,en,Manicure and pedicure,
01K7CT812XSDJG2MNRKAPES9JB,ru,Маникюр и педикюр,
01K7CT812XSDJG2MNRKAPES9JB,pt,Manicura e pedicura,
01K7CT812XSDJG2MNRKAPES9JB,es,Manicura y pedicura,
01K7CT812Y2TCCTKMP7F6E4QBJ,en,Nail extension,
01K7CT812Y2TCCTKMP7F6E4QBJ,ru,Наращивание ногтей,
01K7CT812Y2TCCTKMP7F6E4QBJ,pt,Extensão de unhas,
01K7CT812Y2TCCTKMP7F6E4QBJ,es,Extensión de uñas,
01K7CT812YTXX5EJR5FXBAD305,en,Pedicure,
01K7CT812YTXX5EJR5FXBAD305,ru,Педикюр,
01K7CT812YTXX5EJR5FXBAD305,pt,Pedicura,
01K7CT812YTXX5EJR5FXBAD305,es,Pedicura,
01K7CT812Z4HR8X3EXK15CKC21,en,Nail art,
01K7CT812Z4HR8X3EXK15CKC21,ru,Дизайн ногтей,
01K7CT812Z4HR8X3EXK15CKC21,pt,Nail art,
01K7CT812Z4HR8X3EXK15CKC21,es,Diseño de uñas,
01K7CT812ZD48WNJ2NYS9AD0D4,en,Makeup and styling,
01K7CT812ZD48WNJ2NYS9AD0D4,ru,Визаж и стилистика,
01K7CT812ZD48WNJ2NYS9AD0D4,pt,Maquilhagem e estilismo,
01K7CT812ZD48WNJ2NYS9AD0D4,es,Maquillaje y estilismo,
01K7CT813028WEDZJ5MWGPM9TF,en,Bridal look,
01K7CT813028WEDZJ5MWGPM9TF,ru,Образ невесты,
01K7CT813028WEDZJ5MWGPM9TF,pt,Visual de noiva,
01K7CT813028WEDZJ5MWGPM9TF,es,Look de novia,
01K7CT81319EKHHKMFJ38FKG31,en,Style selection,
01K7CT81319EKHHKMFJ38FKG31,ru,Подбор образа,
01K7CT81319EKHHKMFJ38FKG31,pt,Seleção de visual,
01K7CT81319EKHHKMFJ38FKG31,es,Selección de estilo,
01K7CT8132B8DZKAQX8D2MMVKB,en,Classic massage,
01K7CT8132B8DZKAQX8D2MMVKB,ru,Классический массаж,
01K7CT8132B8DZKAQX8D2MMVKB,pt,Massagem clássica,
01K7CT8132B8DZKAQX8D2MMVKB,es,Masaje clásico,
01K7CT8132KMJ1FF6CZA7CR4RK,en,Massage,
01K7CT8132KMJ1FF6CZA7CR4RK,ru,Массаж,
01K7CT8132KMJ1FF6CZA7CR4RK,pt,Massagem,
01K7CT8132KMJ1FF6CZA7CR4RK,es,Masaje,
01K7CT81335X6MMX6PNN2SBGEQ,en,Sports massage,
01K7CT81335X6MMX6PNN2SBGEQ,ru,Спортивный массаж,
01K7CT81335X6MMX6PNN2SBGEQ,pt,Massagem desportiva,
01K7CT81335X6MMX6PNN2SBGEQ,es,Masaje deportivo,
01K7CT8133CDDPCTR2WJTANGKN,en,Therapeutic massage,
01K7CT8133CDDPCTR2WJTANGKN,ru,Лечебный массаж,
01K7CT8133CDDPCTR2WJTANGKN,pt,Massagem terapêutica,
01K7CT8133CDDPCTR2WJTANGKN,es,Masaje terapéutico,
01K7CT8134JRRER7527A1ARXSR,en,Medical services,
01K7CT8134JRRER7527A1ARXSR,ru,Медицинские услуги,
01K7CT8134JRRER7527A1ARXSR,pt,Serviços médicos,
01K7CT8134JRRER7527A1ARXSR,es,Servicios médicos,
01K7CT8134W1CPYCNAPXF4AB9X,en,Relaxing massage,
01K7CT8134W1CPYCNAPXF4AB9X,ru,Расслабляющий массаж,
01K7CT8134W1CPYCNAPXF4AB9X,pt,Massagem de relaxamento,
01K7CT8134W1CPYCNAPXF4AB9X,es,Masaje relajante,
01K7CT8135CAGVZ83C9ZWNXA79,en,Dentistry,
01K7CT8135CAGVZ83C9ZWNXA79,ru,Стоматология,
01K7CT8135CAGVZ83C9ZWNXA79,pt,Estomatologia,
01K7CT8135CAGVZ83C9ZWNXA79,es,Odontología,
01K7CT8135SZXA3XJYZ4J0DK3C,en,Ophthalmology,
01K7CT8135SZXA3XJYZ4J0DK3C,ru,Офтальмология,
01K7CT8135SZXA3XJYZ4J0DK3C,pt,Oftalmologia,
01K7CT8135SZXA3XJYZ4J0DK3C,es,Oftalmología,
01K7CT8136B47R7KX7H5TCME95,en,Therapy,
01K7CT8136B47R7KX7H5TCME95,ru,Терапия,
01K7CT8136B47R7KX7H5TCME95,pt,Terapia,
01K7CT8136B47R7KX7H5TCME95,es,Terapia,
01K7CT8136RSNZ9N8HF9DXM9Q0,en,Pediatrics,
01K7CT8136RSNZ9N8HF9DXM9Q0,ru,Педиатрия,
01K7CT8136RSNZ9N8HF9DXM9Q0,pt,Pediatria,
01K7CT8136RSNZ9N8HF9DXM9Q0,es,Pediatría,
01K7CT8137M4HSGQGK8S7YWK5B,en,Fitness and sports,
01K7CT8137M4HSGQGK8S7YWK5B,ru,Фитнес и спорт,
01K7CT8137M4HSGQGK8S7YWK5B,pt,Fitness e desporto,
01K7CT8137M4HSGQGK8S7YWK5B,es,Fitness y deportes,
01K7CT8137WVAMPX726H0XBJSY,en,Medical tests,
01K7CT8137WVAMPX726H0XBJSY,ru,Анализы,
01K7CT8137WVAMPX726H0XBJSY,pt,Análises clínicas,
01K7CT8137WVAMPX726H0XBJSY,es,Análisis clínicos,
01K7CT8138DSA50Z212AMAPT0Y,en,Group classes,
01K7CT8138DSA50Z212AMAPT0Y,ru,Групповые занятия,
01K7CT8138DSA50Z212AMAPT0Y,pt,Aulas de grupo,
01K7CT8138DSA50Z212AMAPT0Y,es,Clases grupales,
01K7CT8138N8C8WMSG1Y159K0T,en,Personal training,
01K7CT8138N8C8WMSG1Y159K0T,ru,Персональные тренировки,
01K7CT8138N8C8WMSG1Y159K0T,pt,Treinos personalizados,
01K7CT8138N8C8WMSG1Y159K0T,es,Entrenamientos personales,
01K7CT813970JNTQCVMYGN7QST,en,Yoga and Pilates,
01K7CT813970JNTQCVMYGN7QST,ru,Йога и пилатес,
01K7CT813970JNTQCVMYGN7QST,pt,Ioga e Pilates,
01K7CT813970JNTQCVMYGN7QST,es,Yoga y Pilates,
01K7CT8139SX57CQHZKM0MWW96,en,Swimming,
01K7CT8139SX57CQHZKM0MWW96,ru,Плавание,
01K7CT8139SX57CQHZKM0MWW96,pt,Natação,
01K7CT8139SX57CQHZKM0MWW96,es,Natación,
01K7CT813ADJV8V0DGQ3026B86,en,IT & Development,"Development, Administration & IT Support"
01K7CT813ADJV8V0DGQ3026B86,ru,IT и разработка,"Разработка, администрирование, IT-поддержка"
01K7CT813ADJV8V0DGQ3026B86,pt,TI e Desenvolvimento,"Desenvolvimento, Administração e Suporte de TI"
01K7CT813ADJV8V0DGQ3026B86,es,TI y Desarrollo,"Desarrollo, Administración y Soporte de TI"
01K7CT813AR6CRV06J0MPDFGR5,en,Website development,
01K7CT813AR6CRV06J0MPDFGR5,ru,Разработка сайтов,
01K7CT813AR6CRV06J0MPDFGR5,pt,Desenvolvimento de sites,
01K7CT813AR6CRV06J0MPDFGR5,es,Desarrollo de sitios web,
01K7CT813B53J25DTDZ1P3AJYG,en,Landing pages,
01K7CT813B53J25DTDZ1P3AJYG,ru,Лендинги,
01K7CT813B53J25DTDZ1P3AJYG,pt,Landing pages,
01K7CT813B53J25DTDZ1P3AJYG,es,Páginas de destino,
01K7CT813BGW3J04A6109KY5Q5,en,Corporate websites,
01K7CT813BGW3J04A6109KY5Q5,ru,Корпоративные сайты,
01K7CT813BGW3J04A6109KY5Q5,pt,Sites corporativos,
01K7CT813BGW3J04A6109KY5Q5,es,Sitios web corporativos,
01K7CT813BXVNSD9AG19TFGZ70,en,Online stores,
01K7CT813BXVNSD9AG19TFGZ70,ru,Интернет-магазины,
01K7CT813BXVNSD9AG19TFGZ70,pt,Lojas online,
01K7CT813BXVNSD9AG19TFGZ70,es,Tiendas online,
01K7CT813CA37HZ5WWMSH9NDJJ,en,Mobile development,
